Place of Residence,Age Group,Gender,Total,Portuguesa,Estrangeira,Europa,Alemanha,Áustria,Bélgica,Bulgária,Espanha,França,Irlanda,Itália,Luxemburgo,Países Baixos,Polónia,Roménia,Suécia,Federação da Rússia,Suíça,Ucrânia,África,África do Sul,Angola,Cabo Verde,Guiné-Bissau,Moçambique,São Tomé e Príncipe,América,Canadá,Estados Unidos da América,Argentina,Brasil,Venezuela,Ásia,Bangladeche,China,Índia,Nepal,Paquistão,Oceânia,freguesia_code,municipio,region
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",Total,M,8822,7980,842,242,15,0,1,4,13,43,1,6,5,2,1,41,2,5,6,34,227,2,107,46,4,46,13,325,1,3,0,314,4,47,4,7,10,12,0,1,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",0 - 4 anos,H,384,364,20,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,9,0,1,0,8,0,1,0,0,0,0,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",0 - 4 anos,M,393,376,17,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,10,0,0,0,10,0,1,0,0,1,0,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",5 - 9 anos,H,448,412,36,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,8,0,5,1,0,0,1,22,0,0,0,22,0,1,0,0,0,0,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",5 - 9 anos,M,373,336,37,10,2,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,4,0,3,0,0,1,0,20,0,0,0,20,0,3,1,1,1,0,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",10 - 14 anos,H,417,389,28,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,2,1,0,0,1,17,0,0,0,17,0,2,0,0,0,1,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",10 - 14 anos,M,432,403,29,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4,0,3,0,0,1,0,19,0,2,0,17,0,1,1,0,0,0,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",15 - 19 anos,H,463,433,30,7,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,4,0,2,1,0,0,1,16,0,0,0,16,0,3,1,1,0,1,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",15 - 19 anos,M,409,380,29,8,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,2,0,1,0,0,0,1,18,0,0,0,18,0,1,0,0,0,0,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",20 - 24 anos,H,484,437,47,18,0,0,0,1,0,1,0,0,1,0,0,6,0,1,1,3,3,0,1,1,0,0,1,20,0,0,0,20,0,6,0,0,1,3,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",20 - 24 anos,M,443,391,52,14,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,5,11,0,2,6,0,1,1,25,0,0,0,25,0,2,0,0,0,2,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",25 - 29 anos,H,457,381,76,11,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,4,7,0,4,0,1,0,0,35,0,0,0,34,0,23,0,0,3,16,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",25 - 29 anos,M,418,368,50,20,1,0,0,0,2,2,0,0,0,0,0,3,0,0,1,1,7,0,1,2,2,1,1,22,0,0,0,22,0,1,0,0,0,1,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",30 - 34 anos,H,478,408,70,17,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,1,4,0,1,1,1,0,1,31,0,0,0,30,0,18,1,1,1,13,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",30 - 34 anos,M,471,382,89,23,1,0,0,0,1,2,0,0,0,0,1,4,0,0,0,2,9,0,2,4,1,0,2,45,0,0,0,43,0,11,2,1,3,5,0,1,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",35 - 39 anos,H,549,443,106,32,1,1,0,1,1,6,0,3,0,1,0,6,0,0,0,1,21,3,9,3,2,2,1,41,0,0,0,41,0,12,0,2,4,4,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",35 - 39 anos,M,565,479,86,36,1,0,0,1,2,7,0,2,0,0,0,10,1,1,1,1,6,0,2,1,0,1,1,38,1,1,0,36,0,6,0,0,2,2,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",40 - 44 anos,H,621,512,109,49,0,0,1,1,0,15,0,0,2,0,0,9,1,1,1,6,15,0,3,3,3,2,1,34,1,1,1,29,2,11,0,0,5,2,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",40 - 44 anos,M,659,545,114,37,3,0,1,0,1,6,0,1,0,0,0,8,0,0,0,9,19,1,7,5,0,4,0,50,0,0,0,49,1,8,0,2,1,2,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",45 - 49 anos,H,642,528,114,41,5,0,1,1,0,10,0,1,1,0,0,8,0,1,0,6,35,0,21,1,1,9,2,31,0,0,1,30,0,7,0,3,2,1,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",45 - 49 anos,M,654,535,119,39,2,0,0,1,1,16,0,0,1,1,0,9,0,1,0,4,42,1,25,2,0,11,2,31,0,0,0,30,1,7,0,3,0,0,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",50 - 54 anos,H,579,511,68,23,2,0,0,0,0,5,0,1,0,0,0,8,0,0,1,3,27,0,15,0,0,11,0,15,0,0,0,15,0,3,0,0,0,0,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",50 - 54 anos,M,590,513,77,20,3,0,0,0,0,5,0,2,0,0,0,3,0,1,0,2,33,0,17,5,1,7,1,24,0,0,0,24,0,0,0,0,0,0,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",55 - 59 anos,H,608,563,45,8,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,2,27,1,15,2,0,5,3,7,0,0,0,7,0,3,0,2,0,0,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",55 - 59 anos,M,597,554,43,11,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,5,21,0,15,2,0,4,0,11,0,0,0,11,0,0,0,0,0,0,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",60 - 64 anos,H,542,504,38,11,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,5,22,0,9,8,1,1,1,3,0,0,0,2,1,2,0,0,0,0,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",60 - 64 anos,M,593,556,37,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,22,0,7,6,0,7,2,7,0,0,0,5,2,2,0,0,0,0,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",65 - 69 anos,H,472,455,17,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,11,0,5,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",65 - 69 anos,M,518,499,19,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,13,0,6,5,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",70 - 74 anos,H,447,433,14,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,0,4,2,0,2,0,3,0,0,0,3,0,0,0,0,0,0,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",70 - 74 anos,M,544,532,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,6,1,0,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",75 - 79 anos,H,389,380,9,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,2,0,1,0,1,0,1,0,0,1,0,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",75 - 79 anos,M,415,403,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,2,4,0,1,0,2,0,0,0,2,0,2,0,0,1,0,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",80 - 84 anos,H,247,239,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",80 - 84 anos,M,375,366,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",85 e mais anos,H,213,209,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,111123,Sintra,Grande Lisboa
"""União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar""",85 e mais anos,M,373,362,11,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111123,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,Total,H,22105,17734,4371,500,48,1,12,7,25,84,1,20,7,13,1,28,1,13,18,97,2726,28,1045,584,582,254,136,911,5,11,0,831,46,232,20,42,75,32,16,2,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,Total,M,25699,19893,5806,538,47,0,13,9,31,115,3,14,6,6,5,30,3,23,11,106,3789,26,1520,886,697,351,214,1302,6,11,1,1194,61,172,9,38,38,20,8,5,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,0 - 4 anos,H,1013,951,62,17,2,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,15,1,9,0,4,0,0,24,0,0,0,23,1,6,0,1,0,1,3,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,0 - 4 anos,M,991,926,65,14,4,0,1,0,1,0,2,1,0,0,0,0,0,0,1,0,26,1,14,3,6,1,1,23,0,0,0,22,1,1,0,0,1,0,0,1,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,5 - 9 anos,H,1060,920,140,22,1,0,1,0,0,3,0,1,1,1,0,1,0,0,1,3,56,1,32,5,12,1,1,50,0,2,0,48,0,11,1,0,4,3,0,1,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,5 - 9 anos,M,1057,918,139,22,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,4,57,0,38,8,7,2,0,51,1,1,0,44,5,8,1,1,3,0,0,1,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,10 - 14 anos,H,1204,1045,159,18,1,0,2,0,1,2,0,0,0,1,0,0,0,0,1,1,96,1,47,18,18,1,7,43,0,2,0,38,3,2,0,1,1,0,0,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,10 - 14 anos,M,1130,948,182,22,0,0,1,0,4,2,0,1,1,0,0,0,0,1,0,5,94,0,46,23,14,0,5,63,0,3,0,57,3,3,1,0,1,1,0,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,15 - 19 anos,H,1391,1185,206,21,0,0,1,1,3,0,0,1,0,0,0,1,0,0,2,7,130,0,42,36,39,2,6,46,0,1,0,43,2,9,0,4,2,2,0,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,15 - 19 anos,M,1365,1122,243,13,1,0,1,0,2,0,1,0,1,0,0,1,0,0,0,1,161,0,63,43,34,0,15,64,0,2,0,60,1,5,0,0,0,2,1,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,20 - 24 anos,H,1570,1238,332,31,1,0,0,0,2,2,0,3,2,1,1,2,0,0,2,7,210,3,65,61,58,8,7,74,0,1,0,69,3,16,0,2,7,3,2,1,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,20 - 24 anos,M,1512,1153,359,26,5,0,0,2,2,1,0,1,1,0,0,1,1,1,0,2,254,3,92,69,72,5,8,70,0,0,0,63,6,9,2,2,0,3,1,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,25 - 29 anos,H,1492,1110,382,40,2,0,3,0,2,3,0,2,1,2,0,2,0,0,5,7,219,2,60,61,75,2,13,94,1,1,0,87,4,29,5,0,15,3,4,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,25 - 29 anos,M,1594,1126,468,36,1,0,0,0,2,4,0,0,1,0,0,1,0,0,3,10,272,2,72,92,79,4,15,143,0,1,0,135,3,16,2,3,0,5,0,1,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,30 - 34 anos,H,1425,960,465,47,4,0,0,0,2,6,0,0,0,0,0,1,0,4,6,12,244,1,71,79,65,0,18,126,1,3,0,112,8,48,6,6,15,11,4,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,30 - 34 anos,M,1470,972,498,49,1,0,0,0,1,8,0,2,1,1,2,2,0,3,3,14,293,1,75,120,64,5,25,134,0,2,0,123,7,22,2,5,3,4,3,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,35 - 39 anos,H,1367,954,413,54,4,0,3,2,1,13,0,2,0,0,0,5,0,5,0,10,200,1,58,56,51,9,12,135,0,0,0,121,8,24,5,3,6,6,0,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,35 - 39 anos,M,1533,977,556,51,3,0,0,0,0,7,0,3,1,0,2,8,0,3,2,14,303,3,81,107,78,6,17,188,0,1,0,177,5,14,0,2,5,3,0,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,40 - 44 anos,H,1500,1120,380,57,10,1,0,1,3,11,0,2,1,0,0,5,0,1,0,11,192,4,71,38,55,6,13,120,0,0,0,113,6,11,0,1,6,1,0,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,40 - 44 anos,M,1857,1272,585,78,9,0,0,1,2,28,0,2,0,0,0,8,0,1,1,12,299,6,121,58,70,12,23,192,4,0,0,176,10,16,1,6,2,2,1,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,45 - 49 anos,H,1669,1202,467,76,9,0,2,1,1,19,1,1,1,2,0,4,1,2,0,15,307,4,146,40,58,37,10,63,0,0,0,59,3,21,3,7,5,1,2,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,45 - 49 anos,M,1983,1386,597,85,11,0,0,1,4,33,0,0,0,3,1,4,0,3,1,10,387,1,199,53,62,43,17,111,0,0,0,104,4,14,0,7,1,0,1,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,50 - 54 anos,H,1592,1202,390,43,5,0,0,0,3,8,0,2,0,1,0,3,0,0,0,9,277,6,129,45,38,43,11,53,0,0,0,49,2,17,0,9,2,1,1,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,50 - 54 anos,M,2068,1489,579,64,5,0,4,0,2,19,0,0,0,2,0,3,2,5,0,14,411,4,178,71,69,55,26,96,1,1,0,87,3,7,0,1,1,0,0,1,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,55 - 59 anos,H,1618,1255,363,29,4,0,0,1,1,8,0,0,0,0,0,4,0,0,0,9,282,1,105,44,58,46,18,40,3,0,0,32,3,12,0,2,3,0,0,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,55 - 59 anos,M,2031,1543,488,26,1,0,0,4,0,4,0,1,0,0,0,1,0,5,0,8,377,1,156,78,53,62,20,73,0,0,0,65,5,12,0,4,2,0,0,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,60 - 64 anos,H,1398,1151,247,24,4,0,0,1,4,2,0,3,0,2,0,0,0,0,0,4,196,2,81,32,27,41,5,19,0,0,0,17,1,8,0,3,2,0,0,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,60 - 64 anos,M,1823,1422,401,17,1,0,3,0,1,1,0,1,0,0,0,0,0,0,0,6,318,3,143,52,38,58,15,51,0,0,1,44,4,15,0,4,8,0,0,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,65 - 69 anos,H,1196,1021,175,10,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2,141,1,66,25,13,24,8,17,0,0,0,14,2,7,0,1,3,0,0,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,65 - 69 anos,M,1568,1316,252,15,1,0,0,0,3,3,0,1,0,0,0,1,0,0,0,4,206,0,87,46,26,35,9,21,0,0,0,19,2,10,0,0,3,0,1,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,70 - 74 anos,H,1075,988,87,6,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,73,0,28,18,8,17,2,4,0,0,0,4,0,4,0,2,0,0,0,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,70 - 74 anos,M,1472,1289,183,9,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,147,1,73,23,11,27,11,15,0,0,0,12,1,12,0,3,3,0,0,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,75 - 79 anos,H,817,769,48,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,38,0,13,11,3,6,3,2,0,1,0,1,0,4,0,0,2,0,0,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,75 - 79 anos,M,988,906,82,4,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,72,0,29,8,11,21,0,3,0,0,0,3,0,2,0,0,1,0,0,1,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,80 - 84 anos,H,412,383,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,12,8,0,6,1,0,0,0,0,0,0,2,0,0,1,0,0,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,80 - 84 anos,M,661,600,61,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,52,0,24,18,2,7,1,1,0,0,0,1,0,4,0,0,3,0,0,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,85 e mais anos,H,306,280,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,10,7,0,5,1,1,0,0,0,1,0,1,0,0,1,0,0,0,111125,Sintra,Grande Lisboa
União das freguesias de Massamá e Monte Abraão,85 e mais anos,M,596,528,68,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,60,0,29,14,1,8,6,3,0,0,0,2,1,2,0,0,1,0,0,0,111125,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,Total,H,24720,20312,4408,484,40,0,17,5,38,93,4,21,13,7,1,36,2,13,19,68,2657,27,854,679,610,243,137,996,8,14,2,913,42,270,95,37,53,27,20,1,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,Total,M,27694,22369,5325,504,51,1,10,10,42,112,1,8,7,5,3,29,1,17,30,86,3383,27,1117,986,624,316,230,1226,7,15,3,1136,42,208,38,45,26,24,25,4,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,0 - 4 anos,H,1279,1225,54,14,2,0,0,0,4,0,1,0,0,0,0,0,0,1,0,1,18,1,8,4,3,0,2,19,0,1,0,18,0,3,1,2,0,0,0,0,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,0 - 4 anos,M,1215,1156,59,18,1,1,0,0,0,2,0,0,1,0,0,0,0,0,4,0,20,0,9,4,6,0,0,18,0,2,0,16,0,3,1,0,0,0,0,0,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,5 - 9 anos,H,1197,1064,133,22,1,0,2,0,1,2,0,0,0,1,0,1,0,0,3,1,49,0,23,8,12,0,3,54,0,3,0,48,3,8,3,1,0,3,1,0,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,5 - 9 anos,M,1170,1056,114,13,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,50,0,19,7,14,1,4,44,0,3,0,38,3,7,1,0,0,0,4,0,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,10 - 14 anos,H,1448,1262,186,16,0,0,2,0,0,1,0,0,1,1,0,0,0,1,0,3,119,0,54,19,35,1,5,41,0,1,0,39,0,10,1,0,3,1,3,0,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,10 - 14 anos,M,1368,1201,167,14,1,0,0,0,2,2,0,0,1,0,0,1,0,0,2,2,90,0,37,18,22,2,6,52,0,2,0,47,2,9,2,1,0,0,2,2,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,15 - 19 anos,H,1517,1329,188,21,3,0,0,0,4,3,0,2,1,0,0,0,0,1,1,2,106,1,28,38,27,0,5,53,1,0,0,51,1,8,1,3,1,2,0,0,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,15 - 19 anos,M,1490,1251,239,22,1,0,2,1,3,1,0,2,0,0,0,0,0,0,3,1,137,0,49,37,37,2,5,62,1,1,0,60,0,18,5,5,1,3,2,0,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,20 - 24 anos,H,1715,1381,334,35,2,0,3,1,3,3,1,2,1,0,0,2,0,0,1,3,192,2,50,72,48,2,9,92,0,0,0,87,2,15,7,1,3,1,1,0,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,20 - 24 anos,M,1654,1273,381,25,2,0,2,1,2,5,0,0,0,0,0,1,0,2,2,1,249,1,72,98,51,3,17,88,0,0,0,83,3,19,6,4,0,2,3,0,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,25 - 29 anos,H,1663,1219,444,46,4,0,0,0,1,6,1,2,0,0,0,5,0,2,8,6,237,0,53,83,78,3,6,126,1,2,0,116,6,35,13,4,6,7,0,0,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,25 - 29 anos,M,1751,1286,465,43,3,0,1,0,5,6,0,0,0,0,1,1,0,3,5,6,269,1,45,113,77,5,26,129,2,0,1,118,6,24,10,4,1,4,3,0,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,30 - 34 anos,H,1641,1154,487,40,0,0,1,0,6,3,0,2,5,0,0,3,0,2,1,6,257,3,60,81,90,2,16,135,1,1,1,117,13,55,28,2,9,6,9,0,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,30 - 34 anos,M,1713,1184,529,62,3,0,2,1,3,7,0,1,1,1,1,7,0,3,7,14,299,3,60,125,73,3,27,140,2,2,0,125,8,27,5,3,3,10,3,1,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,35 - 39 anos,H,1627,1199,428,44,2,0,0,1,3,9,0,3,1,0,1,6,0,1,2,8,213,6,47,45,70,5,27,134,1,2,1,123,6,36,18,1,9,2,3,1,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,35 - 39 anos,M,1822,1286,536,56,6,0,2,2,2,16,0,2,2,0,0,5,0,2,4,9,285,5,63,94,79,4,27,174,0,2,1,167,4,21,4,7,1,1,4,0,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,40 - 44 anos,H,1813,1378,435,57,5,0,1,0,5,15,0,2,3,1,0,3,0,0,0,9,228,5,68,53,65,14,14,115,2,0,0,110,2,35,16,7,4,2,1,0,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,40 - 44 anos,M,1998,1462,536,50,7,0,0,1,3,12,0,0,0,1,1,4,0,2,1,10,306,4,100,84,72,22,18,164,1,0,0,152,6,16,2,6,2,2,1,0,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,45 - 49 anos,H,2096,1622,474,64,10,0,2,2,1,26,0,0,0,2,0,3,0,0,2,11,296,2,141,47,46,38,11,95,2,1,0,84,5,19,4,5,3,2,1,0,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,45 - 49 anos,M,2264,1665,599,73,17,0,0,2,2,24,0,1,2,3,0,5,0,0,0,14,387,5,155,74,73,53,17,124,1,0,0,119,2,14,0,7,1,2,0,1,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,50 - 54 anos,H,1949,1515,434,52,2,0,2,1,3,18,0,3,1,0,0,7,0,0,0,7,317,5,116,66,47,57,14,48,0,1,0,45,1,17,2,7,0,1,1,0,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,50 - 54 anos,M,2210,1684,526,63,6,0,1,1,5,24,0,1,0,0,0,5,0,1,0,11,357,5,143,88,39,60,17,96,0,1,1,90,2,10,1,3,0,0,2,0,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,55 - 59 anos,H,1753,1432,321,31,4,0,1,0,3,2,0,0,0,0,0,5,0,2,0,6,239,0,93,54,37,38,8,44,0,2,0,39,2,7,1,0,1,0,0,0,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,55 - 59 anos,M,1958,1541,417,26,2,0,0,0,4,3,0,0,0,0,0,0,0,2,0,9,328,2,132,92,23,52,26,56,0,0,0,51,3,7,1,1,2,0,0,0,111126,Sintra,Grande Lisboa
União das freguesias de Queluz e Belas,60 - 64 anos,H,1339,1137,202,15,1,0,2,0,0,0,1,1,0,0,0,0,0,3,0,4,159,2,44,34,36,32,7,18,0,0,0,17,1,10,0,3,6,0,0,0,111126,Sintra,Grande Lisboa
