Place of Residence,Age Group,Gender,Total,Portuguesa,Estrangeira,Europa,Alemanha,Áustria,Bélgica,Bulgária,Espanha,França,Irlanda,Itália,Luxemburgo,Países Baixos,Polónia,Roménia,Suécia,Federação da Rússia,Suíça,Ucrânia,África,África do Sul,Angola,Cabo Verde,Guiné-Bissau,Moçambique,São Tomé e Príncipe,América,Canadá,Estados Unidos da América,Argentina,Brasil,Venezuela,Ásia,Bangladeche,China,Índia,Nepal,Paquistão,Oceânia,freguesia_code,municipio,region
Vila Franca de Xira,30 - 34 anos,H,536,417,119,12,1,0,0,0,3,0,0,1,0,2,0,1,0,1,1,1,15,2,5,2,2,2,0,69,0,1,0,65,2,23,1,7,14,0,1,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,30 - 34 anos,M,552,407,145,25,1,1,0,0,1,6,0,1,0,1,0,2,0,0,3,2,30,0,14,4,7,2,1,76,2,1,0,67,5,14,3,3,5,0,1,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,35 - 39 anos,H,565,442,123,23,4,0,0,0,1,5,0,2,0,0,0,2,0,0,0,2,32,0,11,7,8,2,2,53,0,0,0,50,3,15,2,1,11,1,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,35 - 39 anos,M,601,462,139,21,1,0,0,1,0,3,0,2,0,0,0,2,0,2,0,4,36,0,20,6,2,3,4,72,0,0,0,65,6,10,1,2,4,1,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,40 - 44 anos,H,672,544,128,32,7,0,0,1,0,3,0,0,2,0,0,3,0,1,0,7,28,2,9,6,7,1,2,58,0,1,0,53,4,10,4,1,4,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,40 - 44 anos,M,689,561,128,29,0,0,0,0,0,9,0,0,0,0,1,2,2,0,1,11,26,0,16,1,2,4,3,69,0,0,0,68,1,4,0,1,1,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,45 - 49 anos,H,670,514,156,33,6,0,0,2,3,10,0,0,0,0,0,3,0,0,0,8,65,1,36,7,2,16,1,50,1,0,0,47,1,7,1,3,1,0,0,1,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,45 - 49 anos,M,719,570,149,37,6,0,0,2,3,12,0,1,2,0,0,2,0,1,0,3,62,0,32,7,1,18,2,45,0,0,0,43,1,5,0,4,1,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,50 - 54 anos,H,507,414,93,21,2,1,0,1,0,5,0,0,0,0,0,1,0,0,0,8,48,1,28,2,4,12,1,19,0,1,0,18,0,5,0,3,1,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,50 - 54 anos,M,671,549,122,21,3,0,0,0,2,6,0,0,0,0,0,3,0,0,0,4,51,1,25,7,0,13,3,43,1,1,0,41,0,7,0,6,0,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,55 - 59 anos,H,545,477,68,11,1,0,0,0,1,1,0,1,0,0,0,3,0,1,0,3,35,0,14,9,1,9,2,15,0,0,0,14,0,7,0,5,0,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,55 - 59 anos,M,689,587,102,6,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,59,1,35,9,0,9,5,34,0,1,0,31,2,3,0,1,1,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,60 - 64 anos,H,512,469,43,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,28,0,12,4,2,9,1,9,0,1,0,7,1,2,0,1,1,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,60 - 64 anos,M,627,551,76,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,47,0,25,4,2,15,0,20,0,0,0,19,1,2,0,0,1,0,1,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,65 - 69 anos,H,479,441,38,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,15,11,0,5,0,4,0,1,0,3,0,0,0,0,0,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,65 - 69 anos,M,621,563,58,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,0,19,9,2,10,0,13,0,0,0,11,2,0,0,0,0,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,70 - 74 anos,H,447,430,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,3,1,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,70 - 74 anos,M,529,510,19,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,13,0,7,3,0,2,0,1,0,0,0,1,0,2,0,0,1,0,1,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,75 - 79 anos,H,359,353,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,75 - 79 anos,M,522,509,13,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,3,1,1,3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,80 - 84 anos,H,269,261,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,80 - 84 anos,M,427,418,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,85 e mais anos,H,203,195,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,85 e mais anos,M,381,371,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
